Title,Snippet,URL,Topics
Đại tá Vũ Văn Đấu làm Giám đốc Công an tỉnh Quảng Trị,"3 days ago ... Bộ Công an điều động, bổ nhiệm Đại tá Vũ Văn Đấu - Phó Cục trưởng Cục Cảnh sát điều tra tội phạm về trật tự xã hội giữ chức vụ Giám đốc Công ...",https://vietnamnet.vn/dai-ta-vu-van-dau-lam-giam-doc-cong-an-tinh-quang-tri-2360693.html,"3 days, ago B, C ng, an i, b nhi, t V, n u, c tr, nh s, ph m, x h, gi ch, v Gi"
Xét xử vụ 3 cựu công an bắn trộm dê ở Hà Nội,"Jan 19, 2024 ... Theo cáo buộc, khoảng 11h30 phút ngày 26/6/2023, 3 cựu cán bộ Công an Nguyễn Văn Nhân, Bùi Tiến Tùng và Bùi Đình Việt rủ nhau đi xe ô tô đến khu ...",https://vietnamnet.vn/xet-xu-vu-3-cuu-cong-an-ban-trom-de-o-ha-noi-2241000.html,"2024 Theo, ng 11h30, 6 2023, an Nguy, r nhau, Jan 19, c o, ph t, y 26, n b, B i, nh Vi"
Công an TP Hải Phòng xin giảm án cho bị cáo Đỗ Hữu Ca,"Apr 10, 2024 ... Sáng nay (10/4), TAND tỉnh Quảng Ninh mở phiên sơ thẩm xét xử cựu Giám đốc Công an TP Hải Phòng Đỗ Hữu Ca về tội Lừa đảo chiếm đoạt tài sản.",https://vietnamnet.vn/cong-an-tp-hai-phong-xin-giam-an-cho-bi-cao-do-huu-ca-2268979.html,"10 2024, 4 TAND, ng Ninh, t nh, m phi, n s, x c, u Gi, an TP, H i, Ca v, L a, o chi"
Đại tá Bùi Đức An giữ chức vụ Phó Giám đốc Công an tỉnh Sóc Trăng,"Oct 9, 2024 ... VOV.VN -Bộ trưởng Bộ Công an điều động và bổ nhiệm Đại tá Bùi Đức An đến nhận công tác và giữ chức vụ Phó Giám đốc Công an tỉnh Sóc Trăng từ ...",https://vov.vn/chinh-tri/dai-ta-bui-duc-an-giu-chuc-pho-giam-doc-cong-an-tinh-soc-trang-post1127141.vov,"9 2024, VOV VN, B tr, C ng, an i, v b, nhi m, c An, n nh, gi ch, Ph Gi"
"Bộ trưởng Bộ Công an yêu cầu sắp xếp, tinh gọn bộ máy công an ...","2 days ago ... ... Công an đến Công an các tỉnh, thành phố trực thuộc Trung ương. bo truong bo cong an yeu cau sap xep, tinh gon bo may cong an. Đại tướng Lương ...",https://vov.vn/phap-luat/bo-truong-bo-cong-an-yeu-cau-sap-xep-tinh-gon-bo-may-cong-an-cac-cap-post1147231.vov,"bo cong, 2 days, c Trung, xep tinh, ago C, ng an, t nh, ph tr, yeu cau"
Thượng tướng Lương Tam Quang giữ chức Bộ trưởng Bộ Công an,"Jun 6, 2024 ... Quốc hội vừa phê chuẩn đề nghị của Thủ tướng Chính phủ về việc bổ nhiệm Thượng tướng Lương Tam Quang – Thứ trưởng Bộ Công an, giữ chức Bộ ...",https://vov.vn/chinh-tri/thuong-tuong-luong-tam-quang-giu-chuc-bo-truong-bo-cong-an-post1099738.vov,"6 2024, Tam Quang, Qu c, h i, v a, ph chu, n ngh, Th t, ng Ch, b nhi, B C, an gi"
Đại tá Nguyễn Thanh Liêm làm Giám đốc Công an tỉnh Quảng Bình,"Oct 11, 2024 ... Đại tá Nguyễn Hữu Hợp giữ chức Giám đốc Công an tỉnh Quảng Nam. VOV.VN - Sáng nay (20/8), Công an tỉnh Quảng Nam tổ chức lễ công bố quyết định ...",https://vov.vn/chinh-tri/giam-doc-cong-an-tinh-dak-nong-lam-giam-doc-cong-an-tinh-quang-binh-post1127743.vov,"11 2024, t Nguy, n H, p gi, ch c, Gi m, C ng, nh Qu, Nam VOV, VN S, nay 20, b quy"
Khánh thành tượng đài “Công an nhân dân vì dân phục vụ” tại Hà Nội,"Jul 17, 2022 ... VOV.VN - Tại Hà Nội, tượng đài được đặt trên trục phố Trần Nhân Tông, sát công viên Thống nhất; nằm trong lộ trình mở rộng phố đi bộ của Thủ ...",https://vov.vn/chinh-tri/khanh-thanh-tuong-dai-cong-an-nhan-dan-vi-dan-phuc-vu-tai-ha-noi-post957266.vov,"17 2022, m trong, VOV VN, T i, H N, t ng, tr n, c ph, a Th"
"Bộ trưởng Bộ Công an: Tội phạm về tham nhũng, chức vụ tăng 20 ...","Nov 26, 2024 ... Bộ trưởng Bộ Công an: Tội phạm về tham nhũng, chức vụ tăng 20,55% · VOV.VN - Tội phạm về tham nhũng, kinh tế, buôn lậu tiếp tục diễn biến phức ...",https://vov.vn/chinh-tri/bo-truong-bo-cong-an-toi-pham-ve-tham-nhung-chuc-vu-tang-2055-post1138051.vov,"v tham, 26 2024, ng kinh, B tr, an T, i ph, ch c, 20 55, VOV VN, t bu, n l, u ti"
Thủ tướng Phạm Minh Chính dự Hội nghị Công an toàn quốc lần ...,"Dec 26, 2024 ... ... Công an, nguyên lãnh đạo Bộ Công an qua các thời kỳ. thu tuong cong an guong mau di dau trong sap xep, tinh gon to chuc. Gương mẫu đi đầu.",https://vov.vn/chinh-tri/thu-tuong-cong-an-guong-mau-di-dau-trong-sap-xep-tinh-gon-to-chuc-bo-may-post1144672.vov,"tuong cong, 26 2024, an nguy, guong mau, dau trong, xep tinh, to chuc, C ng, n l, nh o, qua c, th i, k thu, m u"
